date,region,product,sales,customers,orders
2026-08-17,East,Cloud Tools,3211.46,83,47
2026-08-17,East,Data Services,2134.01,78,38
2026-08-18,South,AI Platform,5973.25,138,77
2026-08-18,South,Cloud Tools,3449.31,116,59
2026-08-18,South,Data Services,2821.62,99,53
2026-08-18,North,AI Platform,4632.75,111,59
2026-08-18,North,Cloud Tools,3363.21,93,51
2026-08-18,North,Data Services,2212.17,75,40
2026-08-18,West,AI Platform,5071.81,118,67
2026-08-18,West,Cloud Tools,3327.66,109,54
2026-08-18,West,Data Services,2658.48,86,43
2026-08-18,East,AI Platform,5759.82,108,65
2026-08-18,East,Cloud Tools,2438.82,80,41
2026-08-18,East,Data Services,1955.56,72,36
2026-08-19,South,AI Platform,5206.01,130,72
2026-08-19,South,Cloud Tools,4562.11,123,61
2026-08-19,South,Data Services,2781.6,100,52
2026-08-19,North,AI Platform,5795.44,125,73
2026-08-19,North,Cloud Tools,2686.22,86,45
2026-08-19,North,Data Services,2916.61,94,50
2026-08-19,West,AI Platform,4548.25,105,56
2026-08-19,West,Cloud Tools,3531.09,112,61
2026-08-19,West,Data Services,2611.45,93,50
2026-08-19,East,AI Platform,4442.36,104,58
2026-08-19,East,Cloud Tools,2384.24,75,38
2026-08-19,East,Data Services,2145.42,76,38
2026-08-20,South,AI Platform,5972.87,138,78
2026-08-20,South,Cloud Tools,3340.8,114,59
2026-08-20,South,Data Services,3197.6,106,55
2026-08-20,North,AI Platform,4194.51,120,61
2026-08-20,North,Cloud Tools,3232.67,98,50
2026-08-20,North,Data Services,2633.56,81,43
2026-08-20,West,AI Platform,4701.38,126,69
2026-08-20,West,Cloud Tools,3988.51,109,60
2026-08-20,West,Data Services,2744.76,85,45
2026-08-20,East,AI Platform,4693.35,115,61
2026-08-20,East,Cloud Tools,2866.05,93,48
2026-08-20,East,Data Services,2448.86,80,42
2026-08-21,South,AI Platform,6538.71,140,77
2026-08-21,South,Cloud Tools,3586.36,111,56
2026-08-21,South,Data Services,2778.89,109,52
2026-08-21,North,AI Platform,4002.15,99,55
2026-08-21,North,Cloud Tools,3015.29,93,49
2026-08-21,North,Data Services,2654.91,86,44
2026-08-21,West,AI Platform,5250.33,126,68
2026-08-21,West,Cloud Tools,3400.87,111,58
2026-08-21,West,Data Services,2957.03,96,47
2026-08-21,East,AI Platform,4881.62,111,62
2026-08-21,East,Cloud Tools,2878.51,87,46
2026-08-21,East,Data Services,2353.89,79,42
2026-08-22,South,AI Platform,5841.46,151,80
2026-08-22,South,Cloud Tools,4540.56,119,64
2026-08-22,South,Data Services,3631.35,126,60
2026-08-22,North,AI Platform,5885.61,137,75
2026-08-22,North,Cloud Tools,2935.88,94,49
2026-08-22,North,Data Services,2754.9,96,46
2026-08-22,West,AI Platform,5668.98,145,78
2026-08-22,West,Cloud Tools,3150.1,101,51
2026-08-22,West,Data Services,2708.84,92,48
2026-08-22,East,AI Platform,4980.82,110,60
2026-08-22,East,Cloud Tools,3518.0,103,53
2026-08-22,East,Data Services,2399.02,79,41
2026-08-23,South,AI Platform,6468.24,153,87
2026-08-23,South,Cloud Tools,3801.46,136,72
2026-08-23,South,Data Services,3072.09,124,55
2026-08-23,North,AI Platform,5264.23,135,74
2026-08-23,North,Cloud Tools,3057.56,100,54
2026-08-23,North,Data Services,2854.07,103,53
2026-08-23,West,AI Platform,5825.83,134,71
2026-08-23,West,Cloud Tools,3622.11,122,58
2026-08-23,West,Data Services,2824.99,97,53
2026-08-23,East,AI Platform,5224.47,129,72
2026-08-23,East,Cloud Tools,2777.96,95,47
2026-08-23,East,Data Services,2167.73,88,43
2026-08-24,South,AI Platform,5213.59,137,70
2026-08-24,South,Cloud Tools,3942.6,112,55
2026-08-24,South,Data Services,2798.18,104,54
2026-08-24,North,AI Platform,4538.72,110,62
2026-08-24,North,Cloud Tools,3145.02,103,50
2026-08-24,North,Data Services,2342.39,81,42
2026-08-24,West,AI Platform,4995.73,122,67
2026-08-24,West,Cloud Tools,3564.94,108,56
2026-08-24,West,Data Services,2744.61,89,48
2026-08-24,East,AI Platform,4898.58,103,57
2026-08-24,East,Cloud Tools,2439.4,80,43
2026-08-24,East,Data Services,2626.82,80,44
2026-08-25,South,AI Platform,5939.04,141,76
2026-08-25,South,Cloud Tools,3647.44,117,58
2026-08-25,South,Data Services,2925.29,106,53
2026-08-25,North,AI Platform,4752.57,105,59
2026-08-25,North,Cloud Tools,3409.88,99,53
2026-08-25,North,Data Services,2653.35,88,46
2026-08-25,West,AI Platform,5539.6,120,73
2026-08-25,West,Cloud Tools,3443.26,100,53
2026-08-25,West,Data Services,2537.58,82,44
2026-08-25,East,AI Platform,4612.91,98,57
2026-08-25,East,Cloud Tools,2993.84,80,45
2026-08-25,East,Data Services,2517.84,78,43
2026-08-26,South,AI Platform,6134.95,140,76
2026-08-26,South,Cloud Tools,3840.89,122,63
2026-08-26,South,Data Services,2881.41,105,54
2026-08-26,North,AI Platform,3883.57,104,59
2026-08-26,North,Cloud Tools,3451.18,99,50
2026-08-26,North,Data Services,2434.61,82,43
2026-08-26,West,AI Platform,5460.14,125,72
2026-08-26,West,Cloud Tools,3582.22,112,55
2026-08-26,West,Data Services,3427.47,99,53
2026-08-26,East,AI Platform,3814.02,100,52
2026-08-26,East,Cloud Tools,3219.63,94,50
2026-08-26,East,Data Services,2042.05,71,38
2026-08-27,South,AI Platform,7493.21,149,94
2026-08-27,South,Cloud Tools,3537.02,123,62
2026-08-27,South,Data Services,2595.26,100,49
2026-08-27,North,AI Platform,5664.16,127,71
2026-08-27,North,Cloud Tools,3249.79,95,48
2026-08-27,North,Data Services,2579.31,85,45
2026-08-27,West,AI Platform,4399.62,122,64
2026-08-27,West,Cloud Tools,3130.25,103,53
2026-08-27,West,Data Services,2373.36,92,47
2026-08-27,East,AI Platform,4469.44,99,56
2026-08-27,East,Cloud Tools,2852.89,82,42
2026-08-27,East,Data Services,2423.97,84,43
2026-08-28,South,AI Platform,6076.31,136,77
2026-08-28,South,Cloud Tools,4297.22,124,64
2026-08-28,South,Data Services,3478.74,106,57
2026-08-28,North,AI Platform,4772.52,110,56
2026-08-28,North,Cloud Tools,2879.17,99,47
2026-08-28,North,Data Services,2586.03,91,46
2026-08-28,West,AI Platform,5272.79,134,71
2026-08-28,West,Cloud Tools,3690.73,107,56
2026-08-28,West,Data Services,3044.86,99,51
2026-08-28,East,AI Platform,4553.19,104,58
2026-08-28,East,Cloud Tools,3240.46,91,49
2026-08-28,East,Data Services,2271.18,79,39
2026-08-29,South,AI Platform,7861.06,158,89
2026-08-29,South,Cloud Tools,4631.0,130,68
2026-08-29,South,Data Services,3854.54,118,68
2026-08-29,North,AI Platform,5421.2,132,71
2026-08-29,North,Cloud Tools,3913.52,111,60
2026-08-29,North,Data Services,3069.58,105,54
2026-08-29,West,AI Platform,6716.95,159,90
2026-08-29,West,Cloud Tools,3785.4,114,56
2026-08-29,West,Data Services,3062.29,102,53
2026-08-29,East,AI Platform,4815.78,124,66
2026-08-29,East,Cloud Tools,3524.95,102,54
2026-08-29,East,Data Services,2438.1,83,44
